objectid,parentid,format,display_template,object_location,title,date,date_created,description,category,image_small,image_thumb
17research,,image/jpeg,image,objects/17research.jpg,"Music Library Reference and Listening Station, 1994",1994,1994,"Music Library Reference and Listening Station 1994 Courtesy of Instructional Services Academic Freedom - Research The music library opened in 1970 in the new Music Building and included all music materials in the Libraries' collection. A room 15 feet by 20 feet accommodated students with contemporary electronic equipment. Sixteen units in the listening rooms played tapes or records and eventually were equipped to play cassettes. Today there is group listening at 80 stations. The collection includes musical scores, videos, books and periodicals. For more information about the Music Library, please visit:http://www.asu.edu/lib/music/ Music Library Reference and Listening Station 1994 Courtesy of Instructional Services",Academic Freedom - Research,/objects/small/17research_sm.jpg,/objects/thumbs/17research_th.jpg
17stor,,image/jpeg,image,objects/17stor.jpg,"Dunbar Club, 1939-40",1939,1939,"Dunbar Social and Literary Club 1939-40 UE ASU Info-630 This was ASU's first social group for African-American students, organized in 1939. For more information about African-American organizations at ASU, please visit http://www.asu.edu/clubs/search.html .",Campus Lives - Student Organizations,/objects/small/17stor_sm.jpg,/objects/thumbs/17stor_th.jpg
18acpro,,image/jpeg,image,objects/18acpro.jpg,"Domestic Science Department, 1910",1912,1912-1913,"Domestic Science Department 1910 UP UPC ASUD/B O42 #30 Academic Freedom - Academic Programs Home Economics stands for: ""The ideal home life for today, unhampered by the tradition of the past."" ""The utilization of all resources of modern science to improve the home life."" ""The freedom of the home from the dominance of things and their due subordination to ideals."" (1912-1913 catalog) Domestic Science Department 1910 UP UPC ASUD/B O42 #30",Academic Freedom - Academic Programs,/objects/small/18acpro_sm.jpg,/objects/thumbs/18acpro_th.jpg
18athlet,,image/jpeg,image,objects/18athlet.jpg,"Sargis Sargsian wins Pac-10, January 18, 1995",1995,1995,"Sargis Sargsian wins Pac-10 January 18, 1995, p.19 131.10 State Press Sargsian attended ASU and in the 1996 Olympics he represented Armenia.",Campus Lives - Athletes,/objects/small/18athlet_sm.jpg,/objects/thumbs/18athlet_th.jpg
18casc,,image/jpeg,image,objects/18casc.jpg,"Snow day, January 21, 1937",1937,1937,"Snow day January 21, 1937 UP UPC ASUB C357 1930s #7/neg.",Campus Lives - Campus Scenes,/objects/small/18casc_sm.jpg,/objects/thumbs/18casc_th.jpg
18ccp,,image/jpeg,image,objects/18ccp.jpg,"Kids Computer Camp, ASU Downtown Center",1990,1990s,"Kids Computer Camp ASU Downtown Center UP UPC ASUP Lattie Coor For more information on ASU's Extended Campus programs, please visit: http://www.asu.edu/xed/prtnrs/index.html","Community, Collaboration and Partnership",/objects/small/18ccp_sm.jpg,/objects/thumbs/18ccp_th.jpg
18lead,,image/jpeg,image,objects/18lead.jpg,"President Schwada, 1971-1981",1971,1971-1981,"Thirteenth President John W. Schwada 1971-1981 John W. Schwada at a Board of Regents meeting in Flagstaff. Front (L-R): James E. Dunseath, Governor Raul H. Castro, Rudy E. Campbell, Sidney S. Woods. Rear (L-R): Dr. William G. Payne, Dwight W. Patterson, President Schwada, Ralph M. Bilby, John F. Molloy. 1977 UP UPC ASUP R43 1970s #2 John W. Schwada was ASU's thirteenth president, serving from 1971 to 1981. He presided over one of the largest growth periods in university history, when enrollment climbed from 26,000 to 40,000. During his tenure, 25 buildings were added to the campus, including the University Activity Center (now known as the Wells Fargo Arena), Packard Stadium, and the Sun Devil Stadium addition. In addition, the College of Public Programs was established and ASU joined the Pac-10 Conference. President Schwada conferred more degrees in his decade as a president than had been awarded in the entire previous history of the university. He is remembered for expanding the scope of university services and resources to address the needs of both the Phoenix metropolitan area and the state of Arizona. Thirteenth President John W. Schwada 1971-1981 John W. Schwada at a Board of Regents meeting in Flagstaff. Front (L-R): James E. Dunseath, Governor Raul H. Castro, Rudy E. Campbell, Sidney S. Woods. Rear (L-R): Dr. William G. Payne, Dwight W. Patterson, President Schwada, Ralph M. Bilby, John F. Molloy. 1977 UP UPC ASUP R43 1970s #2",Leadership,/objects/small/18lead_sm.jpg,/objects/thumbs/18lead_th.jpg
18research,,image/jpeg,image,objects/18research.jpg,"Arizona Republic article about Music Library, 1970",1970,1970,"Academic Freedom - Research Music Library, Gift of Songs Edward Jardon Madden 1970 Arizona Republic UE ASU Info File 1251",Academic Freedom - Research,/objects/small/18research_sm.jpg,/objects/thumbs/18research_th.jpg
18stor,,image/jpeg,image,objects/18stor.jpg,"Los Conquistadores, 1935/36",1935,1935,"Los Conquistadores Members met at the Tempe Cafe. Los Conquistadores Scrapbook 1935/36 and 1945/46 130.9 C26 ""We, the Spanish-speaking students of Arizona State College at Tempe, in order to develop a better understanding between ourselves and others; to gain greater social, cultural and intellectual values through our association with others; to interest others in a college education, especially those of our own nationality, do hereby organize this club. The name of this club shall be 'Los Conquistadores.' Said club shall exist on the campus of Arizona State College at Tempe."" (Preamble, 1937). ""Los Conquistadores"" was founded on October 1, 1937. Dr. Irma Wilson, Spanish Department, served as the group's first adviser. Los Conquistadores remained an active and visible group on the campus of Arizona State University until 1967. For more information about Hispanic organizations at ASU, please visit http://www.asu.edu/clubs/search.html .",Campus Lives - Student Organizations,/objects/small/18stor_sm.jpg,/objects/thumbs/18stor_th.jpg
19acasc,,image/jpeg,image,objects/19acasc.jpg,"Faculty Wives Club, 1938-39",1938,1938,Faculty Wives Club 1938-39 Faculty Wives Club Scrapbook ACC# 93-1080,Campus Lives - Campus Scenes,/objects/small/19acasc_sm.jpg,/objects/thumbs/19acasc_th.jpg
19acpro,,image/jpeg,image,objects/19acpro.jpg,"Art Department, 1908",1908,1908,"Art Department 1908 UP UPC ASUB O42 #27 Academic Freedom - Academic Programs Art Department ""The object of this department is, first, to lead the student to a fuller appreciation of the beauties of the world about him; to train his perceptive faculties, strengthen his memory, judgment and imagination."" (1903-04 catalog) The first Department of Art is listed in the catalog in 1903. Art Department 1908 UP UPC ASUB O42 #27",Academic Freedom - Academic Programs,/objects/small/19acpro_sm.jpg,/objects/thumbs/19acpro_th.jpg
19athlet,,image/jpeg,image,objects/19athlet.jpg,"ASU Men's Tennis brief history and team results, 1998-99",1998,1998,"ASU Men's Tennis brief history and team results ASU Media Guide, 1998-99 pg. 7 34.17.1i.M52 Archives",Campus Lives - Athletes,/objects/small/19athlet_sm.jpg,/objects/thumbs/19athlet_th.jpg
19casc,,image/jpeg,image,objects/19casc.jpg,"Students on a camping trip, 1930s",1930,1930s,Students on a camping trip 1930s UP UPC ASUG S882 1930s #25/neg,Campus Lives - Campus Scenes,/objects/small/19casc_sm.jpg,/objects/thumbs/19casc_th.jpg
19ccp,,image/jpeg,image,objects/19ccp.jpg,"Art Museum exhibition travels to Venice Biennale, May 13, 1994",1994,1994,"Art Museum exhibition travels to Venice Biennale May 13, 1994 pg. 5 0.5 Ar 47 Insight For more information on the ASU Art Museum, please visit:http://asuam.fa.asu.edu/","Community, Collaboration and Partnership",/objects/small/19ccp_sm.jpg,/objects/thumbs/19ccp_th.jpg
19land,,image/jpeg,image,objects/19land.jpg,"Matthews Hall, 1925",1925,1925,"Matthews Hall 1925 Sheet 1 Neg 41A-42 Ballard Scrapbook ACC #93-1077 In 1925, Matthews Hall girls' dormitory marked the far west side of campus, and sat on a paved Tyler Drive.",Landmarks,/objects/small/19land_sm.jpg,/objects/thumbs/19land_th.jpg
19lead,,image/jpeg,image,objects/19lead.jpg,"President Nelson, 1981-1989",1981,1981-1989,"Fourteenth President J. Russell Nelson 1981-1989 Dedication of ASU West 1980s Courtesy of Media Relations J. Russell Nelson served as ASU's president from 1981 to 1989. He believed that the educational mission was the most important part of the university, and that everything else was subordinate to that, including athletics. Although his administration was marked by disharmony with the athletic department, he worked to make athletics a source of pride for the university. One of Nelson's goals was to make ASU a multi-campus institution. He met this goal with the establishment of ASU West in 1983, which brought education to western Maricopa County. Student enrollment also increased from 37,000 to 40,500 students under Nelson's tenure. Nelson brought a new focus to computer-assisted learning and research within the university, and provided computer literacy training for the community. In the Spring of 1988, ASU completed its most successful fund-raising campaign to date, surpassing its original $75 million goal. Research grants doubled during Nelson's tenure, positioning ASU to be recognized as a major research university.",Leadership,/objects/small/19lead_sm.jpg,/objects/thumbs/19lead_th.jpg
19research,,image/jpeg,image,objects/19research.jpg,"Anthropology Department archaeological dig, Tempe, Arizona, 1970",1970,1970,"Anthropology Department ASU Archaeologists Karin Halvorson (l.) and Susan Mueller (r.) dig while Patricia Brown studies charts, 10 miles north of Sun City along Agua Fria river. Archeology Program (ASU); Tempe, Arizona 1970 ASUD A562 #1",Academic Freedom - Research,/objects/small/19research_sm.jpg,/objects/thumbs/19research_th.jpg
19stor,,image/jpeg,image,objects/19stor.jpg,Los Conquistadores letter,1935,1935,Los Conquistadores Letter announcing the conference ADELANTE ARIZONA Los Conquistador Scrapbook 1935/36 and 1945/46 130.9 C26,Campus Lives - Student Organizations,/objects/small/19stor_sm.jpg,/objects/thumbs/19stor_th.jpg
20acpro,,image/jpeg,image,objects/20acpro.jpg,"Principal Lynd, visiting with migrant farm workers, 1920",1920,1920,"Academic Freedom - Academic Programs Principal Louise B. Lynd of Rural Training School, visiting with migrant farm workers, parents of the rural school students. 1920 UP UPC ASUD Lynd, Louise B.",Academic Freedom - Academic Programs,/objects/small/20acpro_sm.jpg,/objects/thumbs/20acpro_th.jpg
20athlet,,image/jpeg,image,objects/20athlet.jpg,"Tempe Normal School Women's Tennis Inter-class game, 1910s",1910,1910s,Tempe Normal School Women's Tennis Inter-class game 1910s UP UPC ASUA T468 #3,Campus Lives - Athletes,/objects/small/20athlet_sm.jpg,/objects/thumbs/20athlet_th.jpg
20casc,,image/jpeg,image,objects/20casc.jpg,"Martha Krause, dining hall supervisor, 1940",1940,1940,"Martha Krause, dining hall supervisor, arranges flowers for an outdoor event at the President's cottage. 1940 UP UPC ASUP Martha Krause Robert and Martha Krause managed the college dining hall from 1913 until their retirement in 1943. Krause Hall, built in 1920, accommodated 800 diners. It was razed in 1991. Martha Krause, dining hall supervisor, arranges flowers for an outdoor event at the President's cottage. 1940 UP UPC ASUP Martha Krause",Campus Lives - Campus Scenes,/objects/small/20casc_sm.jpg,/objects/thumbs/20casc_th.jpg
20lead,,image/jpeg,image,objects/20lead.jpg,"President Peck, 1989-1990",1989,1989-1990,"President Richard Peck (Interim) 1989-1990 1989 Insight Article Following in the footsteps of J. Russell Nelson, interim president Peck continued to successfully manage the growth and development of a major university. During his short tenure as president, Peck led the university to an increased academic stature in the midst of a growing campus and rising enrollment.",Leadership,/objects/small/20lead_sm.jpg,/objects/thumbs/20lead_th.jpg
20research,,image/jpeg,image,objects/20research.jpg,"ASU Farm Laboratory, Agriculture Department, 1973",1973,1973,"ASU Farm Laboratory Agriculture Department 1973 Photographer: Charles R. Conley Charles Conley Photographs, University Archives ASUD A35 #50 Academic Freedom - Research In 1956 the college farm moved to a 320-acre site on Elliot and Price Road. Over the years, practical experience ensued with students working in all phases of agricultural production. A beef cattle herd was started and two new breeds of sheep were purchased, adding to the 70 milking cows and 350 pigs. A program in crop rotation was initiated. A farm machinery center opened, the first in decades for Arizona agriculturists. The Field ASU Farm Laboratory Agriculture Department 1973 Photographer: Charles R. Conley Charles Conley Photographs, University Archives ASUD A35 #50 Laboratory functioned as a research farm in a variety of areas: dairy, beef, swine, sheep, poultry, horticulture and cropland for more than 20 years. The program was discontinued in 1982-83 and the land now is used for the present ASU Research Park.",Academic Freedom - Research,/objects/small/20research_sm.jpg,/objects/thumbs/20research_th.jpg
