objectid	image_url	title	description	category
20research	../images/20research.jpg	ASU Farm Laboratory, Agriculture Department, 1973	ASU Farm Laboratory Agriculture Department 1973 Photographer: Charles R. Conley Charles Conley Photographs, University Archives ASUD A35 #50 Academic Freedom - Research In 1956 the college farm moved to a 320-acre site on Elliot and Price Road. Over the years, practical experience ensued with students working in all phases of agricultural production. A beef cattle herd was started and two new breeds of sheep were purchased, adding to the 70 milking cows and 350 pigs. A program in crop rotation was initiated. A farm machinery center opened, the first in decades for Arizona agriculturists. The Field ASU Farm Laboratory Agriculture Department 1973 Photographer: Charles R. Conley Charles Conley Photographs, University Archives ASUD A35 #50 Laboratory functioned as a research farm in a variety of areas: dairy, beef, swine, sheep, poultry, horticulture and cropland for more than 20 years. The program was discontinued in 1982-83 and the land now is used for the present ASU Research Park.	Academic Freedom - Research
20stor	../images/20stor.jpg	Spurs, 1957	Spurs President and Mrs. Grady Gammage honor the Spurs with a barbecue at the President's Cottage, now known as the Archives Building. ca. 1957 UP UPC ASUP Mrs. Grady Gammage	Campus Lives - Student Organizations
21Astor	../images/21Astor.jpg	Spurs, page 1	Spurs - sophomore service group 1954 UE ASU Info 1600 Spurs Page 2 of article A chapter of the Spurs national women's honorary society was organized at ASC in 1954.	Campus Lives - Student Organizations
21a	../images/21a-lead.jpg	President Michael M. Crow, 2002	At ASU, [President] Crow is focused on building a new type of American University, one that is directly engaged in the economic and social success of its region. In addition, the university will pursue unique research and creative excellence focused on the large intellectual questions of our time, as well as those questions central to the building of a sustainable and globally correct environment and economy for Arizona. - Board of Regents Dr. Michael M. Crow Giving the opening convocation during Sun Devil 101 (Welcome Week), one of his first official events as 16th President of Arizona State University. 2002 Photographer: Tim Trumble Courtesy of Media RelationsLast updated: October, 2002 	Leadership
21athlet	../images/21athlet.jpg	Arizona State Teachers College Women's Tennis Team, 1930s	Arizona State Teachers College Women's Tennis Team 1930s UP UPC ASUA T468 #1 The first coach for the women's tennis team was J.L. Felton in 1923. Women continued to compete in tennis but it was not until the 1950s under the direction of Ann Pittman, physical education instructor, that ASU women's tennis gained recognition. For more information on Women's tennis, please visit: http://thesundevils.fansonly.com/sports/w-tennis/asu-w-tennis-body.html	Campus Lives - Athletes
21casc	../images/21casc.jpg	Two women from Matthews Hall help prepare 'Victory Village' for the veterans, 1945-46	Two women from Matthews Hall help prepare "Victory Village" for the veterans. 1945-46 Carrie Walden Matthews Scrapbook ACC# 93-1088	Campus Lives - Campus Scenes
21ccp	../images/21ccp.jpg	Dr. George R. Pettit, Director of ASU Cancer Research Institute (ASU-CRI)	Dr. George R. Pettit, Director of ASU Cancer Research Institute (ASU-CRI) ca. 1995 Photographer: Tim Trumble, ASU Courtesy of Media Relations Since the 1960s, The Cancer Research Institute has been dedicated to the instruction of graduate students in research methodology and the discovery of anticancer drugs. Compounds discovered by ASU-CRI from marine and terrestrial plants are being tested in human cancer patients. For more information on ASU's Cancer Research Institute, please visit:http://www.asu.edu/clas/cancer_research/	Community, Collaboration and Partnership
21land	../images/21land.jpg	Dance ceremony, 1925	A dance ceremony on the Auditorium/Gymnasium lawn 1925 Sheet 5 neg. 38-38A ACC #93-1077	Landmarks
21lead	../images/21lead.jpg	President Coor, 1990	Four Pillars March 12, 1990 Insight Article Lattie Coor Biography Page 0.5 Ar 47 On January 1, 1990, Dr. Lattie F. Coor, Jr., a native Arizonan, became 15th in the institution's succession of principals and presidents. In his inaugural address he highlighted undergraduate education, research, cultural diversity, and economic development as the "four pillars" of the university's agenda. Dr. Coor has taken major steps in these areas by further defining the role of ASU West and by initiating the establishment of ASU East. During his tenure, ASU was named a Research I university by the Carnegie Foundation for the Advancement of Teaching in early 1994. This high status has enabled the university to achieve major support for research projects and for educating future scientists. President Coor shaped the university into an academic powerhouse and realized his vision for ASU as a world-class research university comprising excellent students, faculty, and staff. President Coor's impact is reflected by the enthusiasm with which the alumni, community, and state have supported the university's Campaign for Leadership - the largest fund-raising effort in state history. Total gifts have exceeded $400 million. President Coor's vision for the next 10 years is of an Arizona State University more highly regarded in traditional measures with the capacity to adapt to change quickly. "We can't predict what the world will look like," he said. "What we can do is be poised to move as the demand moves. We will have a much more fully developed organizational capacity to deal with change." It is clear that Arizona State University, under the leadership, guidance and administration of President Lattie F. Coor, Jr., is on the move, and the sky is the limit. For more information about President Coor, please visit the Lattie Coor Biography Page http://www.asu.edu/asunews/University/Coor.htm or the Office of the President at http://www.asu.edu/president/ .	Leadership
21research	../images/21research.jpg	Bicycle engometer test at ASU, 1971	Exercise Science and Physical Education Associate Professor Dr. William Stone (l.) assessing physical fitness of the subject through the Astrand Test, a bicycle engometer test, at ASU. 1971 Photographer: Charles R. Conley Charles Conley Photographs, University Archives ASUP Stone, Dr. William Academic Freedom - Research The physical education department was established in 1928 and experienced substantial growth in the 1960s. In 1968, Dr. Stone directed an exercise program for heart attack patients where participants' aerobic capacity was improved, indicating the importance of exercise for health. For more information about the Exercise Science and Physical Education program, please visit: http://www.asu.edu/clas/espe Exercise Science and Physical Education Associate Professor Dr. William Stone (l.) assessing physical fitness of the subject through the Astrand Test, a bicycle engometer test, at ASU. 1971 Photographer: Charles R. Conley Charles Conley Photographs, University Archives ASUP Stone, Dr. William	Academic Freedom - Research
22acpro	../images/22acpro.jpg	Pupils' cultivation garden, 1922	Academic Freedom - Academic Programs Pupils' cultivation garden, an extension of the agriculture program, was located at the present site of Matthews Center. 1922 UP UPC ASUD T72 1920s #12	Academic Freedom - Academic Programs
22athlet	../images/22athlet.jpg	ASU Women's Tennis Coach, Phoenix Gazette, 1974	Anne Pittman, ASU Women's Tennis Coach Phoenix Gazette January 23, 1974 UB ASU BIO Pittman, Anne	Campus Lives - Athletes
22casc	../images/22casc.jpg	Daisy Ring Ceremony, ca. 1945	Daisy Ring Ceremony ca. 1945 UP UPC ASUG S 882 1940s #5 The Daisy Ring Ceremony began in 1938 and became a West Hall tradition. At the spring formal the co-ed and her escort would step through the ring to signify their engagement. She received a daisy bouquet and danced with her fianc� to the tune "Daisies Won't Tell".	Campus Lives - Campus Scenes
22ccp	../images/22ccp.jpg	Morrison Institute for Public Policy, 1999	Morrison Institute for Public Policy 1999 Photographer: Tim Trumble, ASU Courtesy of Media Relations The Morrison Institute for Public Policy conducts studies on local public policy, such as the recent "Hits and Misses: Fast Growth in Metropolitan Phoenix." For more information on the Morrison Institute, please visit:http://www.asu.edu/copp/morrison/	Community, Collaboration and Partnership
22lead	../images/22lead.jpg	Tempe Normal Student Association, 1916-17	Tempe Normal Student Association 1916-17 UE ASU INFO 1708A	Leadership
22research	../images/22research.jpg	Noble Library, 1983	Academic Freedom - Research Noble Library 1983 ASUB N62 #2 The Daniel E. Noble Science and Engineering Library opened in 1983. The library houses collections in engineering, physical and life sciences, mathematics, nursing and health sciences, and geography. For more information about Noble Library, please visit:http://www.asu.edu/lib/noble/	Academic Freedom - Research
22stor	../images/22stor.jpg	Military Cadets, 1960s	Military Cadets 1960s UP UPC ASUD M54.A7 1960s #179 For more information about AFROTC at ASU, please visit http://www.asu.edu/clas/afrotc .	Campus Lives - Student Organizations
23acpro	../images/23acpro.jpg	Class in Stock Judging, ca. 1913	Class in Stock Judging ca. 1913 UP UPC ASUD A35 #5 Academic Freedom - Academic Programs Some agricultural classes were offered as early as 1912. The Board of Education authorized a two-year course in elementary agriculture as an elective in April 1912. In 1915 a complete course in agriculture and animal husbandry was offered. Class in Stock Judging ca. 1913 UP UPC ASUD A35 #5	Academic Freedom - Academic Programs
23athlet	../images/23athlet.jpg	Tennis Recent History, 1998-99	Tennis Recent History Women's Tennis Media Guide 1998-99 pg. 8 34.17.2I W842 Archives	Campus Lives - Athletes
23casc	../images/23casc.jpg	Rufus Kay Wyllys, Chairman of Social Studies, 1948	Rufus Kay Wyllys, Chairman of Social Studies, teaching a class in Old Main. 1948 UP UPC ASUP Wyllys, Rufus K. #1	Campus Lives - Campus Scenes
23ccp	../images/23ccp.jpg	ASU Student Satellite, 1990s	ASU Student Satellite 1990s Courtesy of Media Relations On January 26, 2000, ASUSat1 was launched, culminating years of work by students from the Department of Mechanical & Aerospace Engineering who built and designed the satellite. Its mission was to collect images and data and transmit them to the University's Engineering Research Center, but it lost electrical power and remains in orbit. The project gave 400 students the opportunity to participate in the development and launch of a satellite. For more information on the Department of Mechanical & Aerospace Engineering, please visit:http://www.eas.asu.edu/~mae/	Community, Collaboration and Partnership
